customer_id,surname,credit_score,country,gender,age,tenure,balance,num_of_products,has_cr_card,is_active_member,estimated_salary,exited,complain,satisfaction_score,card_type,point_earned
15659428,Maggard,520,Spain,Female,42,6,0.0,2,Yes,Active,34410.55,No,Not Complain,2,SILVER,922
15732963,Clements,722,Spain,Female,29,9,0.0,2,Yes,Active,142033.07,No,Not Complain,5,PLATINUM,276
15794171,Lombardo,475,France,Female,45,0,134264.04,1,Yes,Not Active,27822.99,Yes,Complain,1,DIAMOND,877
15788448,Watson,490,Spain,Male,31,3,145260.23,1,No,Active,114066.77,No,Not Complain,4,SILVER,471
15729599,Lorenzo,804,Spain,Male,33,7,76548.6,1,No,Active,98453.45,No,Not Complain,2,GOLD,994
15717426,Armstrong,850,France,Male,36,7,0.0,1,Yes,Active,40812.9,No,Not Complain,3,GOLD,944
15585768,Cameron,582,Germany,Male,41,6,70349.48,2,No,Active,178074.04,No,Not Complain,5,GOLD,419
15619360,Hsiao,472,Spain,Male,40,4,0.0,1,Yes,Not Active,70154.22,No,Not Complain,4,DIAMOND,545
15738148,Clarke,465,France,Female,51,8,122522.32,1,No,Not Active,181297.65,Yes,Complain,5,SILVER,828
15687946,Osborne,556,France,Female,61,2,117419.35,1,Yes,Active,94153.83,No,Not Complain,3,PLATINUM,789
15755196,Lavine,834,France,Female,49,2,131394.56,1,No,Not Active,194365.76,Yes,Complain,2,GOLD,567
15684171,Bianchi,660,Spain,Female,61,5,155931.11,1,Yes,Active,158338.39,No,Not Complain,1,PLATINUM,884
15754849,Tyler,776,Germany,Female,32,4,109421.13,2,Yes,Active,126517.46,No,Not Complain,1,SILVER,296
15602280,Martin,829,Germany,Female,27,9,112045.67,1,Yes,Active,119708.21,Yes,Complain,3,DIAMOND,779
15771573,Okagbue,637,Germany,Female,39,9,137843.8,1,Yes,Active,117622.8,Yes,Complain,1,SILVER,730
15766205,Yin,550,Germany,Male,38,2,103391.38,1,No,Active,90878.13,No,Not Complain,3,DIAMOND,960
15771873,Buccho,776,Germany,Female,37,2,103769.22,2,Yes,Not Active,194099.12,No,Not Complain,1,SILVER,268
15616550,Chidiebele,698,Germany,Male,44,10,116363.37,2,Yes,Not Active,198059.16,No,Not Complain,4,SILVER,829
15768193,Trevisani,585,Germany,Male,36,5,146050.97,2,No,Not Active,86424.57,No,Not Complain,3,SILVER,665
15683553,O'Brien,788,France,Female,33,5,0.0,2,No,Not Active,116978.19,No,Not Complain,3,GOLD,982
15702298,Parkhill,655,Germany,Male,41,8,125561.97,1,No,Not Active,164040.94,Yes,Complain,3,SILVER,343
15569590,Yoo,601,Germany,Male,42,1,98495.72,1,Yes,Not Active,40014.76,Yes,Complain,2,DIAMOND,225
15760861,Phillipps,619,France,Male,43,1,125211.92,1,Yes,Active,113410.49,No,Not Complain,5,SILVER,657
15630053,Tsao,656,France,Male,45,5,127864.4,1,Yes,Not Active,87107.57,No,Not Complain,2,PLATINUM,221
15647091,Endrizzi,725,Germany,Male,19,0,75888.2,1,No,Not Active,45613.75,No,Not Complain,2,PLATINUM,406
15623944,T'ien,511,Spain,Female,66,4,0.0,1,Yes,Not Active,1643.11,Yes,Complain,5,SILVER,549
15804771,Velazquez,614,France,Male,51,4,40685.92,1,Yes,Active,46775.28,No,Not Complain,4,PLATINUM,954
15651280,Hunter,742,Germany,Male,35,5,136857.0,1,No,Not Active,84509.57,No,Not Complain,4,GOLD,823
15773469,Clark,687,Germany,Female,27,9,152328.88,2,No,Not Active,126494.82,No,Not Complain,5,DIAMOND,769
15702014,Jeffrey,555,Spain,Male,33,1,56084.69,2,No,Not Active,178798.13,No,Not Complain,5,PLATINUM,481
15751208,Pirozzi,684,Spain,Male,56,8,78707.16,1,Yes,Active,99398.36,No,Not Complain,4,SILVER,903
15592461,Jackson,603,Germany,Male,26,4,109166.37,1,Yes,Active,92840.67,No,Not Complain,3,PLATINUM,882
15789484,Hammond,751,Germany,Female,36,6,169831.46,2,Yes,Active,27758.36,No,Complain,5,GOLD,379
15696061,Brownless,581,Germany,Female,34,1,101633.04,1,Yes,Not Active,110431.51,No,Complain,3,PLATINUM,469
15641582,Chibugo,735,Germany,Male,43,10,123180.01,2,Yes,Active,196673.28,No,Complain,3,PLATINUM,683
15638424,Glauert,661,Germany,Female,35,5,150725.53,2,No,Active,113656.85,No,Complain,1,GOLD,770
15755648,Pisano,675,France,Female,21,8,98373.26,1,Yes,Not Active,18203.0,No,Not Complain,5,SILVER,985
15703793,Konovalova,738,Germany,Male,58,2,133745.44,4,Yes,Not Active,28373.86,Yes,Complain,4,GOLD,725
15620344,McKee,813,France,Male,29,6,0.0,1,Yes,Not Active,33953.87,No,Not Complain,3,PLATINUM,259
15812518,Palermo,657,Spain,Female,37,0,163607.18,1,No,Active,44203.55,No,Not Complain,2,GOLD,979
15779052,Ballard,604,Germany,Female,25,5,157780.84,2,Yes,Active,58426.81,No,Not Complain,2,SILVER,988
15770811,Wallace,519,France,Male,36,9,0.0,2,No,Active,145562.4,No,Not Complain,2,PLATINUM,833
15780961,Cavenagh,735,France,Female,21,1,178718.19,2,Yes,Not Active,22388.0,No,Not Complain,1,PLATINUM,527
15614049,Hu,664,France,Male,55,8,0.0,2,Yes,Active,139161.64,No,Not Complain,5,SILVER,220
15662085,Read,678,France,Female,32,9,0.0,1,Yes,Active,148210.64,No,Not Complain,4,GOLD,983
15575185,Bushell,757,Spain,Male,33,5,77253.22,1,No,Active,194239.63,No,Not Complain,3,SILVER,582
15803136,Postle,416,Germany,Female,41,10,122189.66,2,Yes,Not Active,98301.61,No,Not Complain,3,SILVER,281
15706021,Buley,665,France,Female,34,1,96645.54,2,No,Not Active,171413.66,No,Not Complain,3,DIAMOND,798
15663706,Leonard,777,France,Female,32,2,0.0,1,Yes,Not Active,136458.19,Yes,Complain,5,SILVER,917
15641732,Mills,543,France,Female,36,3,0.0,2,No,Not Active,26019.59,No,Not Complain,2,DIAMOND,255
15701164,Onyeorulu,506,France,Female,34,4,90307.62,1,Yes,Active,159235.29,No,Not Complain,4,SILVER,511
15738751,Beit,493,France,Female,46,4,0.0,2,Yes,Not Active,1907.66,No,Not Complain,1,SILVER,498
15805254,Ndukaku,652,Spain,Female,75,10,0.0,2,Yes,Active,114675.75,No,Not Complain,5,DIAMOND,651
15762418,Gant,750,Spain,Male,22,3,121681.82,1,Yes,Not Active,128643.35,Yes,Complain,2,SILVER,852
15625759,Rowley,729,France,Male,30,9,0.0,2,Yes,Not Active,151869.35,No,Not Complain,1,DIAMOND,807
15622897,Sharpe,646,France,Female,46,4,0.0,3,Yes,Not Active,93251.42,Yes,Complain,3,PLATINUM,470
15767954,Osborne,635,Germany,Female,28,3,81623.67,2,Yes,Active,156791.36,No,Not Complain,1,DIAMOND,659
15757535,Heap,647,Spain,Female,44,5,0.0,3,Yes,Active,174205.22,Yes,Complain,3,DIAMOND,752
15731511,Ritchie,808,France,Male,45,7,118626.55,2,Yes,Not Active,147132.46,No,Not Complain,1,SILVER,559
15809248,Cole,524,France,Female,36,10,0.0,2,Yes,Not Active,109614.57,No,Not Complain,2,GOLD,375
15640635,Capon,769,France,Male,29,8,0.0,2,Yes,Active,172290.61,No,Not Complain,2,DIAMOND,411
15676966,Capon,730,Spain,Male,42,4,0.0,2,No,Active,85982.47,No,Not Complain,4,DIAMOND,722
15699461,Fiorentini,515,Spain,Male,35,10,176273.95,1,No,Active,121277.78,No,Not Complain,1,GOLD,231
15738721,Graham,773,Spain,Male,41,9,102827.44,1,No,Active,64595.25,No,Not Complain,5,DIAMOND,488
15693683,Yuille,814,Germany,Male,29,8,97086.4,2,Yes,Active,197276.13,No,Not Complain,2,GOLD,965
15604348,Allard,710,Spain,Male,22,8,0.0,2,No,Not Active,99645.04,No,Not Complain,4,SILVER,289
15633059,Fanucci,413,France,Male,34,9,0.0,2,No,Not Active,6534.18,No,Not Complain,1,PLATINUM,449
15808582,Fu,665,France,Female,40,6,0.0,1,Yes,Active,161848.03,No,Not Complain,2,SILVER,651
15743192,Hung,623,France,Female,44,6,0.0,2,No,Not Active,167162.43,No,Not Complain,2,DIAMOND,520
15580146,Hung,738,France,Male,31,9,82674.15,1,Yes,Not Active,41970.72,No,Not Complain,4,DIAMOND,234
15776605,Bradley,528,Spain,Male,36,7,0.0,2,Yes,Not Active,60536.56,No,Not Complain,5,SILVER,458
15804919,Dunbabin,670,Spain,Female,65,1,0.0,1,Yes,Active,177655.68,Yes,Complain,2,GOLD,915
15613854,Mauldon,622,Spain,Female,46,4,107073.27,2,Yes,Active,30984.59,Yes,Complain,3,GOLD,299
15599195,Stiger,582,Germany,Male,32,1,88938.62,1,Yes,Active,10054.53,No,Not Complain,4,GOLD,838
15812878,Parsons,785,Germany,Female,36,2,99806.85,1,No,Active,36976.52,No,Not Complain,5,PLATINUM,786
15602312,Walkom,605,Spain,Male,33,5,150092.8,1,No,Not Active,71862.79,No,Not Complain,3,DIAMOND,509
15744689,T'ang,479,Germany,Male,35,9,92833.89,1,Yes,Not Active,99449.86,Yes,Complain,3,DIAMOND,328
15803526,Eremenko,685,Germany,Male,30,3,90536.81,1,No,Active,63082.88,No,Not Complain,4,SILVER,347
15665790,Rowntree,538,Germany,Male,39,7,108055.1,2,Yes,Not Active,27231.26,No,Not Complain,5,SILVER,534
15715951,Thorpe,562,France,Male,42,2,100238.35,1,No,Not Active,86797.41,No,Not Complain,5,PLATINUM,709
15591100,Chiemela,675,Spain,Male,36,9,106190.55,1,No,Active,22994.32,No,Not Complain,4,SILVER,749
15609618,Fanucci,721,Germany,Male,28,9,154475.54,2,No,Active,101300.94,Yes,Complain,5,PLATINUM,541
15675522,Ko,628,Germany,Female,30,9,132351.29,2,Yes,Active,74169.13,No,Not Complain,2,GOLD,736
15705512,Welch,668,Germany,Female,37,6,167864.4,1,Yes,Not Active,115638.29,No,Not Complain,4,SILVER,529
15698028,Duncan,506,France,Female,41,1,0.0,2,Yes,Not Active,31766.3,No,Not Complain,4,GOLD,594
15661670,Chidozie,524,Germany,Female,31,8,107818.63,1,Yes,Not Active,199725.39,Yes,Complain,1,SILVER,462
15600781,Wu,699,Germany,Male,34,4,185173.81,2,Yes,Not Active,120834.48,No,Not Complain,3,PLATINUM,429
15682472,Culbreth,828,France,Male,34,8,129433.34,2,No,Not Active,38131.77,No,Not Complain,4,SILVER,370
15580203,Kennedy,674,Spain,Male,39,6,120193.42,1,No,Not Active,100130.95,No,Not Complain,1,PLATINUM,510
15690673,Cameron,656,France,Female,39,6,0.0,2,Yes,Not Active,141069.88,No,Not Complain,4,DIAMOND,638
15760085,Calabresi,684,Germany,Female,48,10,126384.42,1,Yes,Active,198129.36,No,Not Complain,1,GOLD,462
15779659,Zetticci,625,France,Female,28,3,0.0,1,No,Not Active,183646.41,No,Not Complain,4,GOLD,718
15627360,Fuller,432,France,Male,42,9,152603.45,1,Yes,Not Active,110265.24,Yes,Complain,3,DIAMOND,437
15671137,MacDonald,549,France,Female,52,1,0.0,1,No,Active,8636.05,Yes,Complain,4,DIAMOND,485
15782688,Piccio,625,Germany,Male,56,0,148507.24,1,Yes,Not Active,46824.08,Yes,Complain,3,PLATINUM,410
15575492,Kennedy,828,France,Female,41,7,0.0,2,Yes,Not Active,171378.77,No,Not Complain,2,PLATINUM,666
15591607,Fernie,770,France,Male,24,9,101827.07,1,Yes,Not Active,167256.35,No,Not Complain,4,GOLD,730
15740404,He,758,France,Female,34,3,0.0,2,Yes,Active,124226.16,No,Not Complain,2,PLATINUM,375
15718369,Kaodilinakachukwu,795,Germany,Female,33,9,130862.43,1,Yes,Active,114935.21,No,Not Complain,5,GOLD,411
15677871,Cocci,687,France,Male,38,9,122570.87,1,Yes,Active,35608.88,No,Not Complain,4,DIAMOND,595
15642004,Alekseeva,686,France,Male,25,1,0.0,2,No,Active,16459.37,No,Not Complain,1,DIAMOND,578
15712543,Chinweike,789,Germany,Male,39,7,124828.46,2,Yes,Active,124411.08,No,Not Complain,2,PLATINUM,377
15584518,Arthur,589,Germany,Female,50,5,144895.05,2,Yes,Active,34941.23,No,Not Complain,2,GOLD,831
15802381,Li,461,Germany,Female,34,5,63663.93,1,No,Active,167784.28,No,Not Complain,1,SILVER,497
15610156,Ma,637,France,Male,40,2,133463.1,1,No,Active,93165.34,No,Not Complain,1,PLATINUM,374
15594408,Chia,584,Spain,Female,48,2,213146.2,1,Yes,Not Active,75161.25,Yes,Not Complain,4,DIAMOND,814
15640905,Vasin,579,Spain,Female,35,1,129490.36,2,No,Active,8590.83,Yes,Complain,4,GOLD,247
15698932,Groves,756,Germany,Male,44,10,137452.09,1,Yes,Not Active,189543.9,No,Not Complain,5,PLATINUM,965
15724944,Tien,663,France,Male,34,7,0.0,2,Yes,Active,180427.24,No,Not Complain,3,SILVER,912
15628145,Forwood,682,France,Female,43,5,125851.93,1,Yes,Active,193318.33,No,Not Complain,4,GOLD,462
15713483,Greeves,793,Spain,Male,52,2,0.0,1,Yes,Not Active,159123.82,Yes,Complain,5,GOLD,883
15612350,Taylor,691,France,Female,31,5,40915.55,1,Yes,Not Active,126213.84,Yes,Not Complain,2,SILVER,402
15800703,Madukwe,485,Spain,Female,21,5,113157.22,1,Yes,Active,54141.5,No,Not Complain,4,GOLD,764
15705707,Bennelong,635,Spain,Female,29,8,138296.94,2,Yes,Not Active,141075.51,No,Not Complain,1,PLATINUM,608
15754105,Olisanugo,650,France,Male,37,5,106967.18,1,No,Not Active,24495.03,No,Not Complain,5,PLATINUM,652
15703264,Chukwufumnanya,735,France,Male,44,9,120681.63,1,Yes,Not Active,74836.34,No,Not Complain,2,SILVER,520
15794413,Harris,416,France,Male,32,0,0.0,2,No,Active,878.87,No,Not Complain,5,GOLD,884
15650237,Morgan,754,Spain,Female,32,7,0.0,2,Yes,Not Active,89520.75,No,Not Complain,1,SILVER,800
15759618,Alexeeva,535,France,Female,48,9,0.0,1,Yes,Not Active,149892.79,Yes,Complain,4,GOLD,697
15811589,Metcalfe,716,Spain,Male,42,8,0.0,2,Yes,Not Active,180800.42,No,Not Complain,2,SILVER,427
15689044,Humphries,539,France,Male,37,2,127609.59,1,Yes,Not Active,98646.22,No,Not Complain,1,DIAMOND,620
15709368,Milne,614,France,Female,43,6,0.0,2,Yes,Active,109041.53,No,Not Complain,1,PLATINUM,318
15679145,Chou,706,Spain,Male,57,7,0.0,1,Yes,Not Active,17941.16,Yes,Complain,1,GOLD,701
15655007,Li,758,France,Female,33,7,0.0,2,No,Not Active,82996.47,No,Not Complain,4,PLATINUM,953
15623595,Clayton,586,Spain,Female,28,2,0.0,2,Yes,Active,92067.35,No,Not Complain,5,PLATINUM,635
15589975,Maclean,646,France,Female,73,6,97259.25,1,No,Active,104719.66,No,Not Complain,1,PLATINUM,250
15804017,Chigolum,631,Germany,Female,33,4,123246.7,1,No,Not Active,112687.57,No,Not Complain,3,SILVER,662
15692132,Wilkinson,717,Spain,Female,22,6,101060.25,1,No,Active,84699.56,No,Not Complain,2,GOLD,666
15641122,Wei,684,France,Male,30,2,0.0,2,Yes,Not Active,83473.82,No,Not Complain,4,DIAMOND,699
15630910,Treacy,800,France,Female,49,7,108007.36,1,No,Not Active,47125.11,No,Not Complain,3,PLATINUM,855
15680772,Hu,721,Spain,Female,36,2,0.0,2,Yes,Active,106977.8,No,Not Complain,5,SILVER,534
15658929,Taverner,683,Spain,Male,29,0,133702.89,1,Yes,Not Active,55582.54,Yes,Complain,1,PLATINUM,388
15585388,Sherman,660,Germany,Male,31,9,125189.75,2,Yes,Active,139874.43,No,Not Complain,5,GOLD,612
15724623,Taubman,704,Germany,Female,24,7,113034.22,1,Yes,Not Active,162503.48,Yes,Complain,2,PLATINUM,801
15588537,Robinson,615,Spain,Female,41,9,109013.23,1,Yes,Not Active,196499.96,No,Not Complain,1,PLATINUM,561
15574692,Pinto,667,Spain,Female,39,2,0.0,2,Yes,Not Active,40721.24,Yes,Complain,5,PLATINUM,308
15611325,Wood,682,Germany,Male,24,9,57929.81,2,No,Not Active,53134.3,No,Not Complain,5,SILVER,643
15587562,Hawkins,484,France,Female,29,4,130114.39,1,Yes,Not Active,164017.89,No,Not Complain,1,GOLD,249
15613172,Sun,628,Germany,Male,27,5,95826.49,2,Yes,Not Active,155996.96,No,Complain,2,SILVER,818
15651022,Yost,480,Germany,Male,44,10,129608.57,1,Yes,Not Active,5472.7,Yes,Complain,1,GOLD,775
15586310,Ting,578,France,Male,30,4,169462.09,1,Yes,Not Active,112187.11,No,Complain,5,DIAMOND,872
15625524,Rowe,512,France,Male,40,5,0.0,2,Yes,Active,146457.83,No,Not Complain,3,DIAMOND,435
15755209,Fu,484,Spain,Female,35,7,133868.21,1,Yes,Active,27286.1,No,Not Complain,2,SILVER,415
15645248,Ho,510,France,Female,30,0,0.0,2,Yes,Active,130553.47,No,Not Complain,2,DIAMOND,430
15790355,Okechukwu,606,Germany,Male,36,5,190479.48,2,No,Not Active,179351.89,No,Not Complain,5,PLATINUM,929
15762615,Campbell,597,Spain,Female,40,8,101993.12,1,No,Active,94774.12,No,Not Complain,5,SILVER,681
15625426,Ashbolt,754,Germany,Female,55,3,161608.81,1,Yes,Not Active,8080.85,Yes,Complain,4,GOLD,810
15716334,Rozier,850,Spain,Female,45,2,122311.21,1,Yes,Active,19482.5,No,Not Complain,5,GOLD,739
15789669,Hsia,510,France,Male,65,2,0.0,2,Yes,Active,48071.61,No,Not Complain,1,SILVER,280
15621075,Ogbonnaya,778,Germany,Female,45,1,162150.42,2,Yes,Not Active,174531.27,No,Not Complain,2,DIAMOND,250
15810845,T'ang,636,France,Male,42,2,0.0,2,Yes,Active,55470.78,No,Not Complain,4,PLATINUM,991
15719377,Cocci,804,France,Female,50,4,0.0,1,Yes,Active,8546.87,Yes,Complain,2,GOLD,482
15654506,Chang,514,France,Male,32,8,0.0,2,Yes,Not Active,95857.18,No,Not Complain,4,PLATINUM,423
15771977,T'ao,730,France,Female,39,1,99010.67,1,Yes,Not Active,194945.8,No,Not Complain,5,GOLD,260
15708710,Ford,525,Spain,Female,37,0,0.0,1,No,Active,131521.72,No,Not Complain,5,SILVER,642
15726676,Marshall,616,Spain,Male,30,5,0.0,2,No,Active,196108.51,No,Not Complain,4,PLATINUM,701
15587421,Tsai,687,Germany,Female,34,7,111388.18,2,Yes,Not Active,148564.76,No,Not Complain,4,GOLD,570
15726931,Onwumelu,715,France,Female,41,8,56214.85,2,No,Not Active,92982.61,Yes,Complain,4,GOLD,790
15771086,Graham,512,France,Female,36,3,84327.77,2,Yes,Not Active,17675.36,No,Not Complain,5,PLATINUM,727
15756850,Golovanov,479,France,Male,40,1,0.0,2,No,Not Active,114996.43,No,Not Complain,3,SILVER,909
15702741,Potts,601,France,Male,32,8,93012.89,1,Yes,Not Active,86957.42,No,Not Complain,2,GOLD,799
15679200,Crawford,580,Spain,Male,29,9,61710.44,2,Yes,Not Active,128077.8,No,Not Complain,1,DIAMOND,520
15594815,Aleshire,807,France,Male,35,3,174790.15,1,Yes,Active,600.36,No,Not Complain,3,SILVER,861
15635905,Moran,616,Spain,Female,32,6,0.0,2,Yes,Active,43001.46,No,Not Complain,5,GOLD,512
15777892,Samsonova,721,Germany,Male,37,3,107720.64,1,Yes,Active,158591.12,No,Not Complain,1,PLATINUM,478
15656176,Jenkins,501,France,Male,57,10,0.0,2,Yes,Active,47847.19,No,Not Complain,5,PLATINUM,374
15811127,Volkov,521,France,Male,35,6,96423.84,1,Yes,Not Active,10488.44,No,Not Complain,4,PLATINUM,280
15604482,Chiemezie,850,Spain,Male,30,2,141040.01,1,Yes,Active,5978.2,No,Not Complain,2,DIAMOND,615
15622911,Jude,759,France,Male,42,4,105420.18,1,No,Active,121409.06,No,Not Complain,3,GOLD,435
15600974,He,516,Spain,Male,50,5,0.0,1,No,Active,146145.93,Yes,Complain,5,GOLD,509
15727868,Onuora,711,France,Female,38,2,129022.06,2,Yes,Active,14374.86,Yes,Complain,4,DIAMOND,321
15627801,Ginikanwa,512,Spain,Male,33,3,176666.62,1,Yes,Not Active,94670.77,No,Not Complain,1,PLATINUM,726
15773039,Ku,550,France,Male,37,3,0.0,1,Yes,Active,179670.31,No,Not Complain,3,GOLD,516
15755262,McDonald,608,Spain,Female,41,3,89763.84,1,No,Not Active,199304.74,Yes,Complain,3,PLATINUM,639
15679531,Collins,618,France,Male,34,5,134954.53,1,Yes,Active,151954.39,No,Not Complain,2,SILVER,512
15684181,Hackett,643,France,Male,45,5,0.0,1,Yes,Not Active,142513.5,Yes,Complain,3,GOLD,730
15612087,Dike,671,France,Male,45,2,106376.85,1,No,Active,158264.62,No,Not Complain,3,DIAMOND,244
15752047,Trevisano,689,Germany,Male,33,2,161814.64,2,Yes,Not Active,169381.9,No,Not Complain,3,PLATINUM,292
15624592,Tan,603,France,Male,31,8,0.0,2,Yes,Active,169915.02,No,Not Complain,3,GOLD,245
15573152,Glassman,620,France,Female,41,9,0.0,2,No,Not Active,88852.47,No,Not Complain,3,DIAMOND,848
15594917,Miller,676,France,Female,34,1,63095.01,1,Yes,Active,40645.81,No,Not Complain,3,SILVER,974
15785542,Kornilova,572,Germany,Male,26,4,118287.01,2,No,Not Active,60427.3,No,Not Complain,4,DIAMOND,958
15723488,Watson,668,Germany,Male,47,7,106854.21,1,No,Active,157959.02,Yes,Complain,3,GOLD,629
15680920,Marchesi,695,France,Male,46,7,49512.55,1,Yes,Not Active,133007.34,No,Not Complain,3,DIAMOND,310
15786308,Millar,730,Spain,Female,33,9,0.0,2,No,Not Active,176576.62,No,Not Complain,1,SILVER,621
15659366,Shih,807,France,Male,43,1,105799.32,2,Yes,Not Active,34888.04,Yes,Complain,4,DIAMOND,924
15774854,Fuller,592,France,Male,54,8,0.0,1,Yes,Active,28737.71,Yes,Complain,2,PLATINUM,359
15725311,Hay,726,France,Female,31,9,114722.05,2,Yes,Active,98178.57,No,Not Complain,5,SILVER,811
15787155,Yang,514,Spain,Male,30,7,0.0,1,No,Active,125010.24,No,Not Complain,4,DIAMOND,583
15727829,McIntyre,567,France,Male,42,2,0.0,2,Yes,Active,167984.61,No,Not Complain,5,SILVER,959
15733247,Stevenson,850,France,Male,33,10,0.0,1,Yes,Not Active,4861.72,Yes,Complain,1,SILVER,359
15568748,Poole,671,Germany,Male,45,6,99564.22,1,Yes,Active,108872.45,Yes,Complain,3,PLATINUM,901
15699029,Bagley,670,France,Male,37,4,170557.91,2,Yes,Not Active,198252.88,No,Not Complain,5,GOLD,729
15774393,Ch'ien,694,France,Female,30,9,0.0,2,Yes,Active,26960.31,No,Not Complain,5,DIAMOND,829
15676895,Cattaneo,547,Germany,Female,39,6,74596.15,3,Yes,Active,85746.52,Yes,Complain,4,SILVER,790
15637753,O'Sullivan,751,Germany,Male,50,2,96888.39,1,Yes,Not Active,77206.25,Yes,Complain,2,DIAMOND,756
15605461,Lucas,594,Germany,Female,29,3,130830.22,1,Yes,Not Active,61048.53,No,Not Complain,4,GOLD,873
15808473,Ringrose,673,France,Male,72,1,0.0,2,No,Active,111981.19,No,Not Complain,3,SILVER,865
15627000,Freeman,610,France,Male,40,0,0.0,2,Yes,Not Active,62232.6,No,Not Complain,5,GOLD,690
15787174,Sergeyev,512,France,Female,37,1,0.0,2,No,Active,156105.03,No,Not Complain,4,PLATINUM,722
15723886,Fiore,767,Germany,Male,20,3,119714.25,2,No,Active,150135.38,No,Not Complain,4,DIAMOND,535
15704769,Smith,585,France,Female,67,5,113978.97,2,No,Active,93146.11,No,Not Complain,5,SILVER,580
15772896,Dumetochukwu,763,Germany,Male,42,6,100160.75,1,Yes,Not Active,33462.94,Yes,Complain,3,GOLD,709
15711540,Pacheco,712,France,Female,29,2,0.0,1,Yes,Active,144375.0,No,Not Complain,4,GOLD,930
15764866,Synnot,539,Germany,Female,43,3,116220.5,3,Yes,Not Active,55803.96,Yes,Complain,4,DIAMOND,264
